Id,ActivityDate,TotalSteps,Calories
5553957443,2016-04-22,11682,2105
5553957443,2016-04-14,17022,2324
5577150313,2016-05-10,8869,3841
5577150313,2016-04-26,5325,3088
5577150313,2016-05-09,3421,2489
5577150313,2016-04-13,5077,2551
5577150313,2016-04-08,4363,2486
5577150313,2016-04-14,8596,4022
5577150313,2016-05-04,5206,2755
5577150313,2016-04-30,12363,4501
5577150313,2016-04-21,10830,4018
5577150313,2016-04-04,7401,3492
5577150313,2016-04-02,14873,4430
5577150313,2016-04-19,12574,3501
5577150313,2016-04-24,15764,4392
5577150313,2016-04-12,8135,3405
5577150313,2016-04-23,7638,3152
5577150313,2016-04-03,9917,3427
5577150313,2016-04-17,12231,4552
5577150313,2016-04-22,9172,3329
5577150313,2016-04-09,10494,3817
5577150313,2016-04-20,8330,3192
5577150313,2016-04-01,10461,3625
5577150313,2016-04-15,12087,4005
5577150313,2016-05-02,7439,3014
5577150313,2016-04-28,9841,3580
5577150313,2016-04-16,14269,4274
5577150313,2016-05-01,13368,4546
5577150313,2016-05-11,4038,1665
5577150313,2016-04-06,11080,3765
5577150313,2016-04-18,9893,3625
5577150313,2016-04-07,4499,2775
5577150313,2016-04-27,6805,3294
5577150313,2016-05-05,7550,3004
5577150313,2016-04-29,7924,3544
5577150313,2016-04-11,2862,1511
5577150313,2016-05-03,11045,3795
5577150313,2016-04-25,6393,3374
5577150313,2016-05-06,4950,2643
5577150313,2016-04-10,9776,3378
5577150313,2016-04-05,8964,3597
6117666160,2016-04-30,6987,2275
6117666160,2016-04-15,14019,2865
6117666160,2016-04-02,19658,2884
6117666160,2016-04-27,9411,2576
6117666160,2016-04-18,5153,2018
6117666160,2016-04-26,9543,2450
6117666160,2016-04-24,7623,2305
6117666160,2016-05-09,4477,1248
6117666160,2016-04-22,8206,2409
6117666160,2016-05-02,4933,2044
6117666160,2016-04-21,19542,4900
6117666160,2016-04-17,7150,2225
6117666160,2016-05-06,3365,1838
6117666160,2016-04-01,7444,2210
6117666160,2016-05-01,8915,2361
6117666160,2016-04-05,9910,2445
6117666160,2016-04-19,11135,2606
6117666160,2016-04-04,8468,2262
6117666160,2016-04-07,4853,1903
6117666160,2016-04-09,10789,2617
6117666160,2016-04-23,11495,2651
6117666160,2016-04-28,3403,1879
6117666160,2016-05-08,7328,2250
6117666160,2016-04-06,12409,2694
6117666160,2016-04-16,14450,2828
6117666160,2016-04-29,9592,2560
6117666160,2016-05-07,7336,2469
6117666160,2016-05-05,9799,2636
6117666160,2016-05-04,2997,1902
6117666160,2016-04-20,10449,2536
6117666160,2016-04-08,8955,2482
6290855005,2016-04-20,6361,2701
6290855005,2016-05-03,6047,2671
6290855005,2016-04-15,9501,2896
6290855005,2016-04-30,6744,2843
6290855005,2016-05-09,6277,2175
6290855005,2016-04-02,9548,3119
6290855005,2016-04-22,6238,2796
6290855005,2016-05-02,6781,2725
6290855005,2016-05-05,6339,2682
6290855005,2016-04-01,6633,2778
6290855005,2016-05-07,5510,2613
6290855005,2016-04-27,5565,2743
6290855005,2016-05-08,7706,2712
6290855005,2016-05-01,9837,3327
6290855005,2016-04-19,7142,2839
6290855005,2016-04-17,7851,3171
6290855005,2016-04-24,5896,2703
6290855005,2016-04-12,4562,2560
6290855005,2016-04-14,7671,2952
6290855005,2016-04-16,8301,2783
6290855005,2016-05-04,5832,2718
6290855005,2016-04-13,7142,2905
6290855005,2016-05-06,6116,2806
6290855005,2016-04-18,6885,2766
6290855005,2016-04-25,7802,2771
6290855005,2016-04-28,5731,2687
6391747486,2016-04-05,9766,2442
6391747486,2016-04-02,2101,2224
6391747486,2016-04-06,165,1849
6775888955,2016-04-20,10771,3727
6775888955,2016-05-06,4697,2496
6775888955,2016-04-13,4053,2400
6775888955,2016-04-16,4732,2225
6775888955,2016-04-08,4131,2584
6775888955,2016-04-05,9348,4286
6775888955,2016-04-30,2503,2280
6775888955,2016-04-03,1577,1977
6775888955,2016-04-22,637,1922
6775888955,2016-04-28,703,1993
6775888955,2016-04-18,8294,2798
6775888955,2016-04-25,6474,2484
6775888955,2016-04-17,2497,2067
6775888955,2016-04-07,13987,3856
6775888955,2016-04-14,5162,2507
6775888955,2016-04-01,7225,3065
6775888955,2016-04-06,11761,3920
6775888955,2016-04-09,14,787
6775888955,2016-04-15,1282,2127
6775888955,2016-05-07,1967,1032
6775888955,2016-04-24,2153,2053
6775888955,2016-04-26,7091,2584
6775888955,2016-05-01,2487,2319
6775888955,2016-05-03,9,1843
6775888955,2016-04-02,1988,2207
6962181067,2016-04-21,11835,2179
6962181067,2016-04-28,12627,2182
6962181067,2016-05-12,3587,928
6962181067,2016-05-01,5454,1740
6962181067,2016-04-03,12307,2055
6962181067,2016-04-16,13217,2173
6962181067,2016-04-29,10762,2254
6962181067,2016-04-17,10145,2027
6962181067,2016-04-13,5652,1718
6962181067,2016-05-03,12109,2072
6962181067,2016-04-11,12362,2188
6962181067,2016-04-04,18952,2437
6962181067,2016-05-08,4188,1659
6962181067,2016-04-19,10742,2046
6962181067,2016-04-23,20031,2571
6962181067,2016-03-30,15491,2244
6962181067,2016-05-04,10147,2086
6962181067,2016-05-09,12342,2105
6962181067,2016-05-07,6815,1947
6962181067,2016-04-25,13239,2194
6962181067,2016-05-10,15448,2361
6962181067,2016-04-02,12437,2115
6962181067,2016-04-24,5029,1705
6962181067,2016-05-02,12912,2162
6962181067,2016-04-06,12480,2170
6962181067,2016-04-20,13928,2174
6962181067,2016-04-18,11404,2039
6962181067,2016-04-10,10148,2100
6962181067,2016-04-27,10320,2034
6962181067,2016-04-08,14400,2188
6962181067,2016-04-07,13417,2244
6962181067,2016-04-22,10725,2086
6962181067,2016-04-30,10081,2002
6962181067,2016-04-05,12010,2158
6962181067,2016-05-05,10524,2066
6962181067,2016-05-11,6722,1855
6962181067,2016-04-26,10433,2012
6962181067,2016-05-06,5908,1850
6962181067,2016-04-14,1551,1466
6962181067,2016-04-09,12495,2231
6962181067,2016-03-31,14097,2188
6962181067,2016-04-01,10467,2014
6962181067,2016-04-12,10199,1994
6962181067,2016-04-15,5563,1756
7007744171,2016-05-02,13041,2642
7007744171,2016-04-26,15090,2939
7007744171,2016-04-28,15128,2836
7007744171,2016-04-04,15266,2886
7007744171,2016-04-30,3761,2051
7007744171,2016-05-05,15010,2933
7007744171,2016-04-15,5273,2098
7007744171,2016-04-20,15566,3096
7007744171,2016-04-07,14100,2840
7007744171,2016-04-03,16806,3086
7007744171,2016-04-08,12627,2871
7007744171,2016-04-25,18229,3055
7007744171,2016-04-12,14172,2937
7007744171,2016-04-09,10345,2613
7007744171,2016-04-19,14194,2812
7007744171,2016-05-03,14510,2976
7007744171,2016-05-01,5600,2225
7007744171,2016-04-11,12168,2871
7007744171,2016-04-02,10976,2575
7007744171,2016-04-05,12084,2676
7007744171,2016-04-13,12862,2742
7007744171,2016-04-01,11680,2573
7007744171,2016-04-29,20067,3180
7007744171,2016-04-18,14816,2832
7007744171,2016-04-23,8093,2284
7007744171,2016-04-21,13744,2763
7007744171,2016-04-10,10146,2700
7007744171,2016-05-06,11459,2553
7007744171,2016-04-27,13541,2830
7007744171,2016-04-22,15299,2889
7007744171,2016-04-06,13513,2811
7007744171,2016-04-16,4631,2076
7007744171,2016-04-17,8059,2383
7007744171,2016-04-14,11179,2668
7007744171,2016-04-24,11085,2667
7086361926,2016-04-02,87,1641
7086361926,2016-04-08,9634,2752
7086361926,2016-04-26,10387,2781
7086361926,2016-04-23,2817,1965
7086361926,2016-04-29,7881,2616
7086361926,2016-05-12,3789,1199
7086361926,2016-04-20,14365,2997
7086361926,2016-04-24,3520,2049
7086361926,2016-04-06,7352,2233
7086361926,2016-05-08,10677,2534
7086361926,2016-05-05,8564,2386
7086361926,2016-04-07,14604,2862
7086361926,2016-04-28,11584,2862
7086361926,2016-04-14,9123,2734
7086361926,2016-04-11,6242,2543
7086361926,2016-04-25,10091,2752
7086361926,2016-04-03,1949,1794
7086361926,2016-04-12,11317,2772
7086361926,2016-05-04,10988,2655
7086361926,2016-04-18,9827,2743
7086361926,2016-04-15,8585,2395
7086361926,2016-04-01,11463,2496
7086361926,2016-04-30,14560,2995
7086361926,2016-04-13,5813,2516
7086361926,2016-04-05,7478,2439
7086361926,2016-04-04,6101,2421
7086361926,2016-04-22,9753,2846
7086361926,2016-05-01,12390,2730
7086361926,2016-05-07,12827,2739
7086361926,2016-04-19,10688,2944
7086361926,2016-05-10,14433,2800
7086361926,2016-04-21,9469,2463
7086361926,2016-05-02,10052,2754
7086361926,2016-05-06,12461,2924
7086361926,2016-05-11,9572,2735
7086361926,2016-04-10,569,1799
7086361926,2016-04-16,31,1635
7086361926,2016-04-09,7338,2519
7086361926,2016-04-27,11107,2693
7086361926,2016-05-09,13566,2960
7086361926,2016-05-03,10288,2754
8053475328,2016-04-05,17167,3167
8053475328,2016-04-08,11693,2790
8053475328,2016-05-11,12209,2809
8053475328,2016-05-05,14990,2950
8053475328,2016-04-24,22988,3577
8053475328,2016-04-03,25701,3697
8053475328,2016-05-01,1170,1886
8053475328,2016-05-09,12465,2765
8053475328,2016-04-11,16064,3097
8053475328,2016-04-26,12685,2846
8053475328,2016-05-03,15484,3023
8053475328,2016-04-28,15447,3062
8053475328,2016-04-20,15108,3043
8053475328,2016-04-13,16433,3140
8053475328,2016-04-02,20188,3377
8053475328,2016-04-16,14549,2867
8053475328,2016-04-10,10118,2684
8053475328,2016-04-21,16057,3103
8053475328,2016-04-19,15929,3114
8053475328,2016-04-04,17395,3209
8053475328,2016-04-30,7135,2408
8053475328,2016-04-25,20500,3403
8053475328,2016-05-06,13953,2859
8053475328,2016-05-07,19769,3331
8053475328,2016-05-02,1969,1988
8053475328,2016-04-14,20159,3411
8053475328,2016-04-18,17076,3133
8053475328,2016-04-27,12422,2852
8053475328,2016-04-29,12315,2794
8053475328,2016-04-07,17078,3176
8053475328,2016-04-12,18060,3186
8053475328,2016-05-10,14810,2926
8053475328,2016-04-06,16435,3122
8053475328,2016-04-17,18827,3213
8053475328,2016-04-09,11159,2715
8053475328,2016-04-23,22359,3554
8053475328,2016-04-22,10520,2655
8053475328,2016-05-12,4998,1505
8053475328,2016-04-15,20669,3410
8053475328,2016-05-04,14581,2918
8053475328,2016-05-08,22026,3589
8253242879,2016-04-12,9033,2044
8253242879,2016-04-21,11268,2218
8253242879,2016-04-23,9282,2132
8253242879,2016-04-22,2824,1651
8253242879,2016-04-07,5181,1776
8253242879,2016-04-13,8053,1935
8253242879,2016-04-27,10232,2008
8253242879,2016-04-18,5151,1829
8253242879,2016-04-06,1931,1607
8253242879,2016-04-08,12026,2162
8253242879,2016-04-14,5234,1705
8253242879,2016-04-09,5360,1832
8253242879,2016-04-16,9256,1880
8253242879,2016-04-24,8905,1976
8253242879,2016-04-20,6466,1931
8253242879,2016-04-28,2718,1580
8253242879,2016-04-11,1636,1377
8253242879,2016-04-26,4562,1813
8253242879,2016-04-15,2672,1632
8253242879,2016-04-19,4212,1763
8253242879,2016-04-17,10204,2112
8253242879,2016-04-25,6829,1909
8253242879,2016-04-10,2545,1657
8253242879,2016-04-29,6260,1854
8378563200,2016-04-01,14179,3669
8378563200,2016-05-07,4468,2799
8378563200,2016-04-24,3703,2741
8378563200,2016-05-02,6064,3491
8378563200,2016-05-10,6582,3586
8378563200,2016-05-03,8712,3784
8378563200,2016-05-06,7045,3644
8378563200,2016-04-10,2631,2624
8378563200,2016-04-03,9152,3304
8378563200,2016-05-01,11419,3369
8378563200,2016-04-18,13630,4157
8378563200,2016-04-21,15148,4236
8378563200,2016-04-29,6175,2982
8378563200,2016-04-26,16208,3763
8378563200,2016-04-09,2240,2606
8378563200,2016-05-12,4561,1976
8378563200,2016-04-06,9124,3798
8378563200,2016-04-02,3358,2702
8378563200,2016-04-14,13318,4163
8378563200,2016-04-19,13070,4092
8378563200,2016-04-16,11207,3363
8378563200,2016-04-25,12405,4005
8378563200,2016-04-11,8837,3775
8378563200,2016-05-08,2943,2685
8378563200,2016-04-08,8350,3713
8378563200,2016-04-04,13935,4234
8378563200,2016-04-28,5417,2884
8378563200,2016-04-13,12386,4079
8378563200,2016-04-20,9388,3787
8378563200,2016-04-05,12846,4128
8378563200,2016-04-07,9725,3839
8378563200,2016-04-22,12200,4044
8378563200,2016-04-27,7359,3061
8378563200,2016-05-05,8567,3783
8378563200,2016-04-12,7626,3635
8378563200,2016-05-11,9143,3788
8378563200,2016-04-17,2132,2572
8378563200,2016-04-15,14461,3666
8378563200,2016-04-30,2946,2660
8378563200,2016-05-04,7875,3110
8378563200,2016-04-23,5709,2908
8378563200,2016-05-09,8382,3721
8583815059,2016-04-18,3864,2536
8583815059,2016-05-07,6117,2810
8583815059,2016-04-30,10085,3164
8583815059,2016-05-11,8701,2804
8583815059,2016-04-13,5571,2654
8583815059,2016-05-02,8469,2894
8583815059,2016-04-23,9423,3012
8583815059,2016-05-10,8240,2846
8583815059,2016-04-17,3008,2439
8583815059,2016-04-24,8286,2889
8583815059,2016-04-20,5273,2647
8583815059,2016-04-19,5697,2668
8583815059,2016-05-09,9877,2947
8583815059,2016-04-07,2816,2437
8583815059,2016-04-01,2174,2360
8583815059,2016-05-05,12427,3266
8583815059,2016-04-03,2380,2400
8583815059,2016-05-03,12015,3212
8583815059,2016-04-05,6835,2786
8583815059,2016-05-08,9217,2940
8583815059,2016-05-01,4512,2596
8583815059,2016-04-14,3135,2443
8583815059,2016-04-02,3494,2517
8583815059,2016-04-29,15168,3513
8583815059,2016-05-04,3588,2516
8583815059,2016-04-28,6174,2757
8583815059,2016-04-04,3159,2462
8583815059,2016-04-26,10499,3093
8583815059,2016-04-12,5014,2650
8583815059,2016-04-08,1408,1814
8583815059,2016-04-16,5319,2693
8583815059,2016-04-27,12474,3142
8583815059,2016-05-06,5843,2683
8583815059,2016-04-25,4503,2547
8583815059,2016-04-15,3430,2505
8583815059,2016-04-21,8538,2883
8583815059,2016-04-22,8687,2944
8583815059,2016-04-06,2098,2354
8792009665,2016-04-03,7238,2667
8792009665,2016-04-26,1321,1928
8792009665,2016-04-21,144,1720
8792009665,2016-04-08,1467,1953
8792009665,2016-05-04,2283,2067
8792009665,2016-04-07,1291,1961
8792009665,2016-04-13,1320,1934
8792009665,2016-05-01,1619,1962
8792009665,2016-04-09,1022,1890
8792009665,2016-04-20,3147,2188
8792009665,2016-04-30,7174,2896
8792009665,2016-04-24,400,1799
8792009665,2016-04-01,4592,2260
8792009665,2016-04-14,1219,1963
8792009665,2016-04-16,244,1721
8792009665,2016-04-04,3821,2229
8792009665,2016-04-02,8452,3004
8792009665,2016-04-06,2121,2114
8792009665,2016-05-02,1831,2015
8792009665,2016-04-22,4068,2419
8792009665,2016-04-15,2483,2009
8792009665,2016-05-03,2421,2297
8792009665,2016-04-05,2332,2100
8792009665,2016-04-10,4605,2253
8792009665,2016-04-23,5245,2748
8792009665,2016-04-29,8360,3101
8792009665,2016-04-12,2564,2044
8792009665,2016-04-28,6157,2780
8792009665,2016-04-27,1758,2067
8792009665,2016-04-11,178,1725
8877689391,2016-04-24,16674,3455
8877689391,2016-04-18,11423,2761
8877689391,2016-05-04,18193,3477
8877689391,2016-04-08,23014,4196
8877689391,2016-04-13,15337,3566
8877689391,2016-05-11,21420,3832
8877689391,2016-04-03,15260,3864
8877689391,2016-04-07,10910,2947
8877689391,2016-05-09,20226,3710
8877689391,2016-04-25,12986,3802
8877689391,2016-05-03,10818,2817
8877689391,2016-05-01,10930,2786
8877689391,2016-04-27,23629,3808
8877689391,2016-05-05,14055,3052
8877689391,2016-05-08,10686,2847
8877689391,2016-05-12,8064,1849
8877689391,2016-04-15,13422,3934
8877689391,2016-04-09,16470,3841
8877689391,2016-04-23,11200,3891
8877689391,2016-04-10,28497,4526
8877689391,2016-04-11,10622,2820
8877689391,2016-05-10,10733,2832
8877689391,2016-04-12,23186,3921
8877689391,2016-04-16,29326,4547
8877689391,2016-04-29,9733,2698
8877689391,2016-04-19,18785,3676
8877689391,2016-04-05,10695,2834
8877689391,2016-04-17,15118,3545
8877689391,2016-04-30,27745,4398
8877689391,2016-04-01,18700,3527
8877689391,2016-04-14,21129,3793
8877689391,2016-04-26,11101,2860
8877689391,2016-04-28,14890,3060
8877689391,2016-04-22,18258,3427
8877689391,2016-05-07,12332,4142
8877689391,2016-05-02,4790,2189
8877689391,2016-04-20,19948,3679
8877689391,2016-05-06,21727,4015
8877689391,2016-04-04,20779,3662
8877689391,2016-04-06,24136,4039
8877689391,2016-04-21,19377,3659
8877689391,2016-04-02,27572,4220
1503960366,2016-05-12,0,0
1844505072,2016-05-10,0,1347
1844505072,2016-05-09,0,1347
1844505072,2016-05-12,0,665
1844505072,2016-05-08,0,1347
1844505072,2016-04-05,0,1347
1844505072,2016-05-11,0,1347
1844505072,2016-04-24,0,1347
1844505072,2016-04-25,0,1347
1844505072,2016-05-07,0,1347
1844505072,2016-04-04,0,1347
1844505072,2016-04-26,0,1347
1844505072,2016-05-02,0,1348
1927972279,2016-05-09,0,2063
1927972279,2016-04-17,0,2063
1927972279,2016-04-19,0,2063
1927972279,2016-04-21,0,2064
1927972279,2016-04-27,0,2063
1927972279,2016-05-11,0,2063
1927972279,2016-05-10,0,2063
1927972279,2016-05-12,0,1383
1927972279,2016-04-16,0,2064
1927972279,2016-04-29,0,2063
1927972279,2016-05-08,0,2063
1927972279,2016-04-30,0,2064
1927972279,2016-05-05,0,2063
1927972279,2016-04-20,0,2063
2320127002,2016-04-04,0,1324
2320127002,2016-04-02,0,1324
2320127002,2016-04-01,0,1324
2320127002,2016-04-03,0,1324
2891001357,2016-03-30,0,1920
2891001357,2016-03-29,0,1920
2891001357,2016-04-03,0,1920
2891001357,2016-04-01,0,4562
2891001357,2016-04-04,0,1920
2891001357,2016-03-31,0,1920
4020332650,2016-04-22,0,1980
4020332650,2016-04-25,0,1980
4020332650,2016-04-26,0,1980
4020332650,2016-04-28,0,1980
4020332650,2016-04-20,0,1980
4020332650,2016-04-13,0,1981
4020332650,2016-05-01,0,1980
4020332650,2016-04-19,0,1980
4020332650,2016-04-24,0,1980
4020332650,2016-04-30,0,1980
4020332650,2016-04-21,0,1980
4020332650,2016-04-27,0,1980
4020332650,2016-04-29,0,1980
4020332650,2016-04-23,0,1980
4057192912,2016-04-04,0,1776
4057192912,2016-04-14,0,1776
4057192912,2016-03-17,0,1776
4057192912,2016-03-26,0,1776
4057192912,2016-04-05,0,1776
4057192912,2016-04-01,0,1776
4057192912,2016-03-12,0,1777
4057192912,2016-03-25,0,1776
4057192912,2016-03-15,0,1776
4057192912,2016-03-13,0,1777
4057192912,2016-03-31,0,1776
4057192912,2016-04-02,0,1776
4057192912,2016-04-03,0,1776
4057192912,2016-03-19,0,1777
4319703577,2016-04-09,0,0
4388161847,2016-04-03,0,1878
4388161847,2016-04-04,0,1878
4388161847,2016-04-02,0,1878
4388161847,2016-04-05,0,1296
4388161847,2016-03-30,0,1878
4388161847,2016-03-29,0,1878
4388161847,2016-04-01,0,1878
4388161847,2016-03-31,0,1878
4702921684,2016-05-01,0,2017
5577150313,2016-05-07,0,1819
5577150313,2016-05-08,0,1819
6117666160,2016-04-25,0,1497
6117666160,2016-04-03,0,1496
6117666160,2016-04-14,0,1496
6117666160,2016-04-12,0,1496
6117666160,2016-05-03,0,1496
6117666160,2016-04-13,0,1496
6117666160,2016-04-10,0,0
6290855005,2016-04-03,0,2664
6290855005,2016-04-26,0,2060
6290855005,2016-04-09,0,2060
6290855005,2016-04-23,0,2664
6290855005,2016-04-10,0,735
6290855005,2016-04-04,0,2060
6290855005,2016-05-10,0,0
6290855005,2016-04-08,0,2060
6290855005,2016-04-21,0,2060
6290855005,2016-04-06,0,2060
6290855005,2016-04-05,0,2060
6290855005,2016-04-29,0,2060
6290855005,2016-04-07,0,2060
6391747486,2016-04-09,0,251
6391747486,2016-04-08,0,1820
6391747486,2016-04-04,0,1820
6391747486,2016-04-03,0,1820
6391747486,2016-04-07,0,1822
6391747486,2016-04-01,0,1820
6775888955,2016-04-19,0,1841
6775888955,2016-05-04,0,1841
6775888955,2016-04-29,0,1841
6775888955,2016-05-05,0,1841
6775888955,2016-04-04,0,1841
6775888955,2016-04-27,0,1841
6775888955,2016-04-23,0,1841
6775888955,2016-04-12,0,1841
6775888955,2016-05-02,0,1841
6775888955,2016-04-21,0,1841
7007744171,2016-05-07,0,120
7007744171,2016-05-04,0,1557
7086361926,2016-04-17,0,1629
8253242879,2016-04-03,0,1429
8253242879,2016-04-30,0,0
8253242879,2016-04-01,0,1429
8253242879,2016-04-02,0,1429
8253242879,2016-04-04,0,1429
8253242879,2016-04-05,0,1429
8583815059,2016-05-12,0,0
8792009665,2016-05-09,0,1688
8792009665,2016-04-18,0,1688
8792009665,2016-04-25,0,1688
8792009665,2016-05-10,0,57
8792009665,2016-05-07,0,1688
8792009665,2016-05-06,0,1688
8792009665,2016-04-19,0,1688
8792009665,2016-05-08,0,1688
8792009665,2016-05-05,0,1688
8792009665,2016-04-17,0,1688
